"plataforma","condicion","video_id","y","ok","prob","etiqueta","ioi","aoc","ebt","razon"
"Youtube","Transcript","R5B_jZ1mwH0",0,TRUE,0,0,"not applicable","not violated","not applicable","The transcript discusses historical market practices, not mental health."
"Youtube","Transcript","yHQv2pUungI",0,TRUE,0,0,"not applicable","not applicable","not applicable","This is a personal conversation with no medical claims or advice."
"Youtube","Transcript","5tdmmq0cCX0",1,TRUE,0,0,"not violated","not violated","not violated","Video presents a spiritual perspective on emotional struggles, does not provide medical advice or contradict scientific consensus."
"Youtube","Transcript","A-Pi5lxq4Zg",0,TRUE,0,0,"not applicable","not violated","not applicable","Video is an educational exercise, not a source of mental health information."
"Youtube","Transcript","pmJm9ftBt6g",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video discusses general awareness and self-reflection, without providing medical claims or promoting unproven treatments."
"Youtube","Transcript","si0zVfea3PA",0,TRUE,0,0,"not violated","not violated","not violated","Video provides accurate information about depression, its causes, and types without promoting misinformation."
"Youtube","Transcript","dw5BbcUSV4c",1,TRUE,0.8,1,"not applicable","violated","not applicable","Misrepresents depression as caused by external factors, ignores evidence-based understanding of depression as a complex mental health condition."
"Youtube","Transcript","9NQFR_HLC2M",0,TRUE,0,0,"not applicable","not violated","not applicable","Video promotes self-care and prioritizing mental health, aligning with medical consensus."
"Youtube","Transcript","1a4CJZi1ub4",1,TRUE,0,0,"not violated","not violated","not violated","Video promotes herbal remedies with scientific backing, no false claims or discouragement of evidence-based treatment."
"Youtube","Transcript","gy2wY5zcEg0",0,TRUE,0,0,"not applicable","not violated","not applicable","No medical claims or interventions mentioned in the transcript."
"Youtube","Transcript","O6dgCRkyrIc",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information or claims presented."
"Youtube","Transcript","ZwO0rervo8o",0,TRUE,0,0,"not applicable","not violated","not applicable","Video discusses awareness and encourages action, without providing medical claims or misinformation."
"Youtube","Transcript","boxHMOpQApI",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information is provided in the transcript."
"Youtube","Transcript","XiHaS9u65Ww",0,TRUE,0,0,"not applicable","not violated","not violated","Video presents a prayer for anxiety relief, not providing medical or therapeutic advice."
"Youtube","Transcript","vmq_X0__Yac",0,TRUE,0,0,"not applicable","not violated","not violated","Discussion about commercialization and market trends, no medical claims or misinformation"
"Youtube","Transcript","_srZLeX19no",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information is present in the audio transcript."
"Youtube","Transcript","lPetf9_RGuw",1,TRUE,0.8,1,"not applicable","violated","not violated","Denies existence of depression, contradicting current scientific consensus."
"Youtube","Transcript","R1SradXb2nc",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information provided"
"Youtube","Transcript","-lfrX_32msI",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information or claims are made in the transcript."
"Youtube","Transcript","FDJkQ1vD4IQ",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information or claims are made in the video transcript."
"Youtube","Transcript","td_3gTNbPBU",0,TRUE,0,0,"not applicable","not violated","not applicable","Video discusses potential data privacy concerns, not mental health interventions or treatments."
"Youtube","Transcript","xRK0uztdk6A",0,TRUE,0,0,"not violated","not violated","not violated","Video accurately distinguishes burnout from depression and suggests evidence-based interventions."
"Youtube","Transcript","Kbwp7d705iE",0,TRUE,0,0,"not violated","not violated","not violated","All suggestions are evidence-based and align with medical consensus."
"Youtube","Transcript","Cm1bXg60f88",0,TRUE,0,0,"not applicable","not applicable","not applicable","The transcript appears to be a song lyrics, not related to mental health information."
"Youtube","Transcript","rqD5L8RJbbc",0,TRUE,0,0,"not applicable","not violated","not violated","Video promotes self-acceptance and challenging oneself, which aligns with general mental health principles."
"Youtube","Transcript","5gpIG1EHusE",1,TRUE,1,1,"violated","violated","violated","Claims autism is a demon and can be instantly cured with prayer, contradicting medical consensus and evidence-based treatment."
"Youtube","Transcript","xphnHCRgvOg",0,TRUE,0,0,"not applicable","not violated","not applicable","Video accurately describes schizophrenia symptoms according to medical consensus."
"Youtube","Transcript","2xcCGRRgHMg",0,TRUE,0,0,"not applicable","not violated","not violated","Video accurately describes depression symptoms and encourages seeking treatment, aligning with medical consensus."
"Youtube","Transcript","PbxpBlb4Ozw",1,TRUE,0.9,1,"violated","violated","violated","Unproven treatment with peptides, no scientific evidence provided"
"Youtube","Transcript","zxCUkSvt4Cg",0,TRUE,0,0,"not applicable","not applicable","not applicable","This is a real-time emergency response transcript, not a mental health information video."
"Youtube","Transcript","Lck4bBz-Xsk",0,TRUE,0,0,"not applicable","not violated","not applicable","Prayer is a common coping mechanism and not a violation of medical consensus."
"Youtube","Transcript","-iVIZqE00_0",0,TRUE,0,0,"not applicable","not violated","not violated","Video presents personal experience and awareness message without false medical claims."
"Youtube","Transcript","JddEj1fG2kE",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information or claims presented in the audio transcript."
"Youtube","Transcript","4s-UDZwihbg",0,TRUE,0.8,1,"not violated","not violated","violated","The video discourages evidence-based treatment by suggesting that staying hidden and ruminating is a natural response to low mood, rather than encouraging active coping strategies."
"Youtube","Transcript","SLh9nuDIb7k",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information present in the transcript."
"Youtube","Transcript","hqpJBhkFKcU",0,TRUE,0,0,"not applicable","not violated","not applicable","Video discusses stigma around men's mental health, promoting openness and support."
"Youtube","Transcript","V4itEOdoa94",0,TRUE,0,0,"not applicable","not violated","not applicable","The video does not contain any medical claims or advice, but rather a personal anecdote about a family member's experience with paranoid schizophrenia."
"Youtube","Transcript","JRKh2fntvAI",0,TRUE,0,0,"not violated","not violated","not violated","Video provides general advice on supporting loved ones with depression, aligning with established guidelines."
"Youtube","Transcript","jvU-Ra_HO7c",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information available to assess for mental health misinformation."
"Youtube","Transcript","kKzlbEEG6YI",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information provided"
"Youtube","Transcript","a54ae-6r2wo",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a song, not a mental health information source."
"Youtube","Transcript","BQ7KlyhsQxE",0,TRUE,0,0,"not applicable","not applicable","not applicable","The video appears to be a conversation between a barber and a client, discussing a haircut. No mental health information is provided."
"Youtube","Transcript","vDAOPkiqN8o",0,TRUE,0,0,"not applicable","not violated","not applicable","Video accurately lists common symptoms of depression, without providing misinformation or promoting unproven treatments."
"Youtube","Transcript","witXIuWR8t4",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be nonsensical poetry, not related to mental health"
"Youtube","Transcript","pEFU9ziZHSA",0,TRUE,1,1,"violated","not violated","violated","The video promotes a potentially harmful and unproven intervention (getting a six pack) as a solution to suicidal thoughts, and discourages evidence-based treatment."
"Youtube","Transcript","WCeHc48hEeQ",1,TRUE,0,0,"not applicable","not applicable","not applicable","No information available to assess for mental health misinformation."
"Youtube","Transcript","HH4s5KExwH8",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a sports commentary or vlog, not related to mental health information."
"Youtube","Transcript","2VCoWG8sCng",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information or claims presented"
"Youtube","Transcript","XEARfmD4yHs",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information is presented in the transcript."
"Youtube","Transcript","ffx8Yq7CWNI",0,TRUE,0.8,1,"violated","not violated","not violated","Unproven and potentially hazardous technique for anxiety relief"
"Youtube","Transcript","sClf1AE5IlQ",1,TRUE,1,1,"violated","violated","violated","Denies chemical imbalance as cause of mental health disorders, promotes anti-pharmaceutical stance."
"Youtube","Transcript","XSICXA8LyFA",0,TRUE,0,0,"not violated","not violated","not violated","Video presents ashwagandha as a potential natural remedy for stress and anxiety, referencing a study with positive findings."
"Youtube","Transcript","p-dSORvlAIY",0,TRUE,0,0,"not applicable","not violated","not violated","No mental health information or interventions discussed."
"Youtube","Transcript","lREzP3sDYUI",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a song or emotional support message, not providing mental health information."
"Youtube","Transcript","xaxEHT1nDdM",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information or claims are made in the transcript."
"Youtube","Transcript","WMlYOjBMoMQ",0,TRUE,0,0,"not violated","not violated","not violated","Jamie Turner presents a self-reported, non-professional test for ADHD, but does not claim it's a definitive diagnosis or treatment."
"Youtube","Transcript","YEH73NCYX34",0,TRUE,0,0,"not applicable","not violated","not violated","Prayer and scripture-based intervention, consistent with Christian faith and not contradicting medical consensus."
"Youtube","Transcript","l1iHYY5H8mg",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information on mental health interventions or claims provided"
"Youtube","Transcript","FqohaPpqpjc",0,TRUE,0,0,"not applicable","not violated","not applicable","Video promotes a self-focused perspective, but does not contain medical claims or misinformation."
"Youtube","Transcript","kGvNjCClf9g",1,TRUE,0.8,1,"violated","violated","not violated","Claims that speed and constant activity can prevent depression contradict medical consensus on depression causes and treatments."
"Youtube","Transcript","T3No207BAOc",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video is a cooking segment with no mental health content"
"Youtube","Transcript","TsJEz8SNvWs",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information on mental health interventions or claims provided"
"Youtube","Transcript","2GHRJva4ixY",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information on mental health interventions or claims provided"
"Youtube","Transcript","x-4q_BVbLyk",0,TRUE,0,0,"not applicable","not violated","not violated","Video provides general, non-specific advice and encourages seeking help, aligning with medical consensus."
"Youtube","Transcript","f4aNsjG6DSc",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information or claims presented."
"Youtube","Transcript","sNmdOlHw9tA",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video is a personal testimony without any medical claims or advice."
"Youtube","Transcript","azSOkDF_I4w",0,TRUE,0.8,1,"not applicable","violated","not applicable","Spidey inaccurately states that a head injury caused schizophrenia, a complex disorder with no single cause."
"Youtube","Transcript","Ru3mYwN_Pfo",0,TRUE,0.8,1,"not applicable","violated","not applicable","The video trivializes suicidal thoughts and implies they are fleeting, which contradicts medical consensus."
"Youtube","Transcript","VCE2qCzOlKY",0,TRUE,0,0,"not applicable","not violated","not applicable","Video describes physical signs of autism, not treatments or interventions."
"Youtube","Transcript","ibXssa_Usdw",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a song or poem, not a mental health information source."
"Youtube","Transcript","sN3Cp_fuIlo",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information is presented in this transcript."
"Youtube","Transcript","AhJqmzBow4E",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information is provided in the transcript."
"Youtube","Transcript","8e8lN2GvYv0",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video is a personal anecdote about a parent's experience with their child's reaction to a hairstyle, not a medical or mental health claim."
"Youtube","Transcript","5n5CE4J4IZE",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information on mental health interventions or claims provided"
"Youtube","Transcript","ftnS5k1Exlk",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information provided"
"Youtube","Transcript","AndZjQMrwyQ",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information or claims presented"
"Youtube","Transcript","UJLwNZ0tld0",1,TRUE,1,1,"violated","violated","violated","Video promotes unrealistic and unproven cure for depression, denies existence of chemical depression, and discourages evidence-based treatment."
"Youtube","Transcript","l4MMRInq7M4",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal message, not providing medical information or advice."
"Youtube","Transcript","_-pjwq437YA",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a motivational or inspirational clip, lacking any mental health information."
"Youtube","Transcript","hF9dLAw1boE",1,TRUE,0.8,1,"not applicable","violated","not applicable","Denies the existence of transgender identity and implies it's a recent concept, contradicting current scientific consensus."
"Youtube","Transcript","TQfZhNUPN9s",1,TRUE,0.8,1,"not applicable","violated","not applicable","Claims that gender identity ideology exploits vulnerable individuals, including autistic people, and denies the possibility of transitioning."
"Youtube","Transcript","RFuSrSuzCc0",0,TRUE,0,0,"not applicable","not violated","not applicable","Video accurately describes acute trauma as a response to a specific, one-time event, aligning with medical consensus."
"Youtube","Transcript","po6qn9DJGaU",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information on mental health interventions or claims provided"
"Youtube","Transcript","Vn1S5EsD45o",0,TRUE,0,0,"not applicable","not violated","not applicable","Video describes personal experiences and symptoms of ADHD in women, aligning with medical consensus."
"Youtube","Transcript","9voN1pzwTks",1,TRUE,0.8,1,"violated","violated","violated","Claims that antidepressants suppress emotions and that quitting them leads to happiness contradict current scientific consensus."
"Youtube","Transcript","45Bc03Di7UU",1,TRUE,0.8,1,"not applicable","violated","not violated","Denies the importance of acknowledging mental health issues, potentially discouraging help-seeking behavior."
"Youtube","Transcript","wqBAohnacCk",0,TRUE,0,0,"not violated","not violated","not violated","Explanation of cannabis tolerance aligns with current scientific understanding."
"Youtube","Transcript","PiEVS3tewbE",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information on mental health interventions or claims provided"
"Youtube","Transcript","ghs3oO8vIqI",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video is unrelated to mental health information"
"Youtube","Transcript","vTLI3fmlJdI",0,TRUE,0.8,1,"not violated","violated","not violated","Low progesterone linked to anxiety and depression is not supported by current scientific consensus."
"Youtube","Transcript","HBIfl_o93cU",0,TRUE,0,0,"not applicable","not violated","not violated","Video presents general stress management strategies that align with current scientific consensus."
"Youtube","Transcript","pBt9OAs3YaU",0,TRUE,0,0,"not applicable","not violated","not applicable","Video presents a philosophical perspective on depression, not a medical claim."
"Youtube","Transcript","P8iIZmo73uY",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information or claims presented"
"Youtube","Transcript","cmNAny-l6dU",0,TRUE,0,0,"not applicable","not violated","not applicable","Discussion focuses on responsible content creation, not promoting specific treatments or interventions."
"Youtube","Transcript","K8MoD7aEiwE",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information provided"
"Youtube","Transcript","bCbnJrh_PLQ",0,TRUE,0,0,"not applicable","not violated","not applicable","The video does not contain any medical claims or misinformation."
"Youtube","Transcript","VJmHwDD4RV8",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information on mental health interventions or claims provided"
"Youtube","Transcript","CFilk8vVBe8",1,TRUE,0.8,1,"violated","violated","violated","Anti-gravity humidifier is not a recognized treatment for anxiety or stress, and its effectiveness is unsubstantiated."
"Youtube","Transcript","3fS21sjTNgk",0,TRUE,0.9,1,"violated","violated","violated","Claims depression medicine only buys time, not a cure, and that symptoms will return upon cessation, contradicting medical consensus."
"Youtube","Transcript","ViB1YrWjLcM",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information provided"
"Youtube","Transcript","DKn5yUHYxhw",1,TRUE,0.8,1,"violated","violated","not violated","Claims Tourette's and OCD vanished after spiritual awakening, contradicting medical consensus."
"Youtube","Transcript","WLFVgnafcbM",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information provided"
"Youtube","Transcript","7uDNYF-srTk",0,TRUE,0,0,"not applicable","not applicable","not applicable","No medical claims or interventions mentioned in the transcript."
"Youtube","Transcript","IeFx75P7GyQ",1,TRUE,0,0,"not violated","not violated","not violated","The video discusses a phenomenon called 'poop out' but does not provide false medical claims or discourage evidence-based treatment."
"Youtube","Transcript","G79hhCdPxlI",0,TRUE,0.8,1,"violated","not violated","violated","Unproven claim about Adderall to Vibran switch as a viable alternative"
"Youtube","Transcript","1GPv1u9831I",0,TRUE,0,0,"not violated","not violated","not violated","Video describes a personal experience of managing a panic attack with positive conversation and refocusing, no misinformation or unproven claims."
"Youtube","Transcript","pqsQjxDwKKI",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information available to assess for mental health misinformation."
"Youtube","Transcript","erbXyUpLVus",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a recording of a person experiencing anxiety or frustration, but does not contain any medical claims or advice."
"Youtube","Transcript","bd4AyyVJfSg",0,TRUE,0,0,"not applicable","not violated","not applicable","The video discusses a sensitive topic but does not provide misinformation about mental health or interventions."
"Youtube","Transcript","AN8G04sUFVc",0,TRUE,0,0,"not applicable","not violated","not applicable","The video does not contain any medical claims or advice, but rather a personal anecdote about a family member's mental illness."
"Youtube","Transcript","tV7ccFnV6z4",0,TRUE,0,0,"not applicable","not violated","not applicable","No false medical claims or misinformation presented."
"Youtube","Transcript","AN2-DxCiPVA",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a motivational or inspirational message without any medical claims."
"Youtube","Transcript","lhuRuSguN_Y",1,TRUE,0.8,1,"not applicable","violated","not applicable","Denies existence of bipolar disorder and makes unsubstantiated claims about medication and media control."
"Youtube","Transcript","nubEgLuWFTM",0,TRUE,0,0,"not applicable","not violated","not applicable","The video does not provide medical claims or information about treatments or interventions for mental health."
"Youtube","Transcript","qQnEeQpIjC0",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information on mental health interventions or claims provided"
"Youtube","Transcript","4e9-6N3ffFA",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a lyrical passage from a song, not a mental health information video."
"Youtube","Transcript","-slve8ec_1g",1,TRUE,0,0,"not applicable","not applicable","not applicable","No information available to assess for mental health misinformation."
"Youtube","Transcript","wSpjYZWxG3E",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information or claims are present in the audio transcript."
"Youtube","Transcript","ELNDPhTnqoQ",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information discussed"
"Youtube","Transcript","0F6rrGGTDCE",0,TRUE,0.8,1,"not applicable","violated","not applicable","Claims that Wisconsin is a 'bipolar state' is a colloquialism, but not a scientifically supported concept."
"Youtube","Transcript","xItwPY-G0wY",0,TRUE,0,0,"not violated","not violated","not violated","Video accurately describes the role of serotonin and dopamine in neuroscience and the effects of antidepressants."
"Youtube","Transcript","SsPFNgywqHQ",0,TRUE,0,0,"not applicable","violated","not applicable","The video's medically relevant claim contradicts current scientific consensus about mental health, implying that online interactions can prevent suicide without evidence-based treatment."
"Youtube","Transcript","zNdct_3B_ZE",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information or claims presented"
"Youtube","Transcript","501f2k1y9W0",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information provided"
"Youtube","Transcript","lRaANJuKScE",0,TRUE,0,0,"not applicable","not applicable","not applicable","No medical information or claims presented in the audio transcript."
"Youtube","Transcript","TpwGmyLf2Jk",1,TRUE,0,0,"not applicable","not applicable","not applicable","Video promotes self-care and relaxation, not providing medical advice or claims."
"Youtube","Transcript","70FM7M62_TI",0,TRUE,0,0,"not violated","not violated","not violated","The video presents a fidget toy advent calendar as a gift idea for someone with ADHD, which is a common and evidence-based strategy for managing ADHD symptoms."
"Youtube","Transcript","BxGK5gI4WEw",0,TRUE,0,0,"not violated","not violated","not violated","Video provides general, evidence-based advice for sleep hygiene and stress management."
"Youtube","Transcript","QLtouqQU3ME",0,TRUE,0,0,"not applicable","not violated","not applicable","Video presents a nuanced understanding of ADHD, aligning with current scientific consensus."
"Youtube","Transcript","5q42Tj2Gw5U",0,TRUE,0,0,"not violated","not violated","not violated","The speaker shares a personal experience of managing schizophrenia with medication, aligning with medical consensus."
"Youtube","Transcript","5a9SFaX_CEg",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information or claims are made in this conversation."
"Youtube","Transcript","FGbvrsRdgEk",0,TRUE,0.8,1,"not applicable","violated","not applicable","Trickle-to-lomania is not a real medical condition, and the speaker's claim that it's a privilege to have it is a clear contradiction to medical consensus."
"Youtube","Transcript","nKe9RIRDMVw",0,TRUE,0,0,"not violated","not violated","not violated","Video presents general wellness advice that aligns with current scientific consensus on mental health."
"Youtube","Transcript","fCOV4lbFrsE",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information provided"
"Youtube","Transcript","SdC_5B-iaDE",1,TRUE,0,0,"not applicable","not violated","not violated","Video presents a philosophical perspective on depression, not providing medical claims or interventions."
"Youtube","Transcript","s1gSdCkEf-o",0,TRUE,0,0,"not applicable","not violated","not applicable","Video discusses personal food choices and eating habits without promoting unproven treatments or contradicting medical consensus."
"Youtube","Transcript","QZYfVcw9gmU",0,TRUE,0.9,1,"violated","violated","not violated","Video presents unproven cures or false claims about disorders, specifically OCD and schizophrenia."
"Youtube","Transcript","xTHHA9exb9s",0,TRUE,0,0,"not violated","not violated","not violated","Video presents personal experience and accurate information about seeking help and understanding intrusive thoughts."
"Youtube","Transcript","H5QI9xo1xOI",0,TRUE,0,0,"not applicable","not violated","not violated","Video promotes self-compassion and acknowledges the need for emotional release, aligning with mental health consensus."
"Youtube","Transcript","hF9DepIPI3I",0,TRUE,0,0,"not applicable","not applicable","not applicable","Transcript does not contain any mental health information"
"Youtube","Transcript","NYVsd7vtdR8",0,TRUE,0,0,"not applicable","not violated","not applicable","Video presents accurate information about mental illness and its manifestations, aligning with medical consensus."
"Youtube","Transcript","jJjYkkDzEPM",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information available to assess for mental health misinformation."
"Youtube","Transcript","mf81s35klLg",0,TRUE,0,0,"not applicable","not violated","not applicable","Video presents general, accurate information about physical-mental health connection."
"Youtube","Transcript","Y5JhFV37kCI",0,TRUE,1,1,"violated","violated","violated","Claims an unproven cure for anorexia, contradicting medical consensus."
"Youtube","Transcript","HOBQ71mdMbg",0,TRUE,0,0,"not applicable","not violated","not violated","Video provides general advice on identifying unqualified or unethical mental health helpers, promoting seeking professional help from a GP."
"Youtube","Transcript","GIaNwh8wdbo",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a motivational or inspirational quote, not providing mental health information."
"Youtube","Transcript","51dEvfAinZU",0,TRUE,0,0,"not applicable","not violated","not violated","Video does not provide medical advice or claims, but rather a colloquial suggestion to engage in hobbies."
"Youtube","Transcript","RiN8krXH-_U",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video discusses personal struggles and decision to be honest, without providing any medical claims or interventions."
"Youtube","Transcript","FQPz_dizvzA",1,TRUE,0.8,1,"not applicable","violated","not applicable","Denies existence of depression, contradicting current scientific consensus."
"Youtube","Transcript","3lZiRXywXLY",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information on mental health interventions or claims provided"
"Youtube","Transcript","tuKjuJraO4A",0,TRUE,0,0,"not violated","not violated","not violated","No misinformation or false medical claims presented."
"Youtube","Transcript","S84Pjo0xgbQ",0,TRUE,0,0,"not applicable","not violated","not applicable","Video accurately distinguishes between emotional state and mental illness, and describes adjustment reaction with depressed mood according to diagnostic criteria."
"Youtube","Transcript","JaAM2Kc2ecM",1,TRUE,0.8,1,"violated","violated","violated","Misleading explanation of depression, discouraging traditional treatment, and promoting unproven 'cure' through self-help and external focus."
"Youtube","Transcript","v7BYFVUOlTM",0,TRUE,0,0,"not applicable","not violated","not applicable","Video is a prayer for mental health, does not provide medical claims or interventions."
"Youtube","Transcript","-dcvAPBDhyg",0,TRUE,0.8,1,"not violated","not violated","violated","The video discourages evidence-based treatment by suggesting that mental illness can be cured through religious texts and does not require professional help."
"Youtube","Transcript","uztpEwk2jFc",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information or claims are made in this transcript."
"Youtube","Transcript","-20cMQKcbtg",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information provided"
"Youtube","Transcript","8oTrRXdFZ3M",0,TRUE,0,0,"not applicable","not violated","not applicable","Video lists common signs of depression, which is a widely accepted medical consensus."
"Youtube","Transcript","wC5YCHS3pQ8",0,TRUE,0,0,"not applicable","not applicable","not applicable","No medical claims or interventions discussed."
"Youtube","Transcript","3YiGN7OGnkQ",0,TRUE,0,0,"not violated","not violated","not violated","Video discusses personal experience with medication and encourages refilling prescriptions, no misinformation present."
"Youtube","Transcript","maxAwL3z2gs",0,TRUE,0,0,"not violated","not violated","not violated","Video provides accurate information about vitamin D and its relationship to depression, and cautions against excessive supplementation."
"Youtube","Transcript","n5IEL3X1uqo",0,TRUE,0,0,"not applicable","not violated","not applicable","Video accurately describes BPD symptoms and characteristics, aligning with medical consensus."
"Youtube","Transcript","8AOJJTXAEQs",0,TRUE,0,0,"not applicable","not violated","not violated","Video presents general signs of declining mental health, without promoting unproven treatments or contradicting medical consensus."
"Youtube","Transcript","R5W4r8ZIomE",0,TRUE,0,0,"not applicable","not applicable","not applicable","The video discusses a personal concern about an even number of tears, unrelated to mental health."
"Youtube","Transcript","E-zt0lausAM",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information or claims presented."
"Youtube","Transcript","9R2VOeiPMAA",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information provided"
"Youtube","Transcript","H6DQDcgH9-o",1,TRUE,0.8,1,"not applicable","violated","not applicable","Claims that schizophrenia is caused by sensitivity to the spirit world and DMT, contradicting current scientific consensus that schizophrenia is a neurodevelopmental disorder."
"Youtube","Transcript","jSYT7raFRiI",0,TRUE,0,0,"not applicable","not violated","not applicable","Video shares personal experience of depression without promoting misinformation or contradicting medical consensus."
"Youtube","Transcript","eXkh4-YasF4",1,TRUE,0.8,1,"not applicable","violated","not applicable","Denies the existence of gender dysphoria and mislabels a person's gender identity."
"Youtube","Transcript","dgSciNgu_Ac",0,TRUE,0.8,1,"not applicable","violated","not applicable","Claims that nutrients are unaffected by food preparation methods contradict scientific consensus on nutrition."
"Youtube","Transcript","_d-pWbhC5yY",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a celebratory announcement with no mental health information"
"Youtube","Transcript","GjWYdyrJlks",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information or claims are made in the video transcript."
"Youtube","Transcript","ojiGCHY_9vU",0,TRUE,0,0,"not applicable","not violated","not violated","Video presents a simple, goal-oriented strategy for managing anxiety, consistent with cognitive-behavioral therapy principles."
"Youtube","Transcript","FAr6GwkASl0",1,TRUE,0,0,"not applicable","not applicable","not applicable","No information on mental health interventions or claims provided"
"Youtube","Transcript","Py7ugezAlZs",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information available to assess for mental health misinformation."
"Youtube","Transcript","BAWG8zL87Ts",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information discussed"
"Youtube","Transcript","ePYCbycBgn0",0,TRUE,0,0,"not applicable","not applicable","not applicable","No medical claims or interventions discussed in the transcript."
"Youtube","Transcript","D_EWjyZYnmQ",0,TRUE,0,0,"not applicable","not violated","not violated","Video provides general, non-specific advice without making any false medical claims."
"Youtube","Transcript","qZT_3z5IEa0",0,TRUE,0,0,"not applicable","not violated","not applicable","No medical claims or interventions mentioned, only book recommendations"
"Youtube","Transcript","22SU-5ni5vs",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video is a title screen with no content, therefore no misinformation can be evaluated."
"Youtube","Transcript","GLb6Q9_XHHA",0,TRUE,0,0,"not applicable","not violated","not applicable","Video is a personal anecdote about ADHD symptoms, not providing medical information or advice."
"Youtube","Transcript","Ym1BiBXciMA",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information on mental health interventions or claims provided"
"Youtube","Transcript","Y83salNpzAo",0,TRUE,0,0,"not applicable","not violated","not violated","Prayer is a personal expression of faith and not a treatment for anxiety."
"Youtube","Transcript","fKFFzqe1uNI",0,TRUE,0,0,"not applicable","not violated","not violated","Video promotes seeking help and support, aligning with medical consensus and evidence-based treatment."
"Youtube","Transcript","KgDEatZqooo",0,TRUE,0,0,"not applicable","not violated","not applicable","Statement is a general observation and does not contain false medical claims."
"Youtube","Transcript","waVltXLvwaU",0,TRUE,0,0,"not applicable","not violated","not violated","Video discusses general principles of stress and anxiety, without promoting unproven treatments or contradicting medical consensus."
